"study_id","sample_id","author","pub_year","yi","vi","pub_type","n","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type"
47,50,"Clark",2004,0.253120671025066,0.00547478016371777,1,161,1,1,"USA",64.3,15.74664,67.7,0,3,3.1,1,1,1
48,51,"Codier & Odell",2014,0.306814704303596,0.0115576186217503,0,72,2,2,"USA",88,24,90,0,1,1.1,0,0,0
48,51,"Codier & Odell",2014,0.319526858591468,0.0113553388041185,0,72,2,2,"USA",88,24,90,NA,1,1.1,0,0,0
232,52,"Collins",2013,-0.230573543529117,0.0140077829663818,1,65,2,2,"USA",85.1,26.31,NA,1,1,1.1,7,1,1
232,52,"Collins",2013,-0.0983077513872578,0.0153244464520624,1,65,2,2,"USA",85.1,26.31,NA,2,1,1.1,7,1,1
232,52,"Collins",2013,-0.0276823742062116,0.0156010618680237,1,65,2,2,"USA",85.1,26.31,NA,0,1,1.1,7,1,1
232,52,"Collins",2013,0.141120952974278,0.0150088494594069,1,65,2,2,"USA",85.1,26.31,NA,4,1,1.1,7,1,1
232,52,"Collins",2013,0.174615784188129,0.0146866927642045,1,65,2,2,"USA",85.1,26.31,NA,3,1,1.1,7,1,1
50,53,"Colston",2008,0.217210541047614,0.00796372941812315,1,115,2,2,"USA",NA,40,77.4,0,3,3.1,0,0,0
51,54,"Costa & Faria",2015,0.306616166360997,0.00216572977901531,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.341442720737445,0.00205916982446323,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.375871440777319,0.00194564953014392,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.392926167093818,0.00188668766993153,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.392926167093818,0.00188668766993153,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.409869185551636,0.00182648038331401,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.409869185551636,0.00182648038331401,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.409869185551636,0.00182648038331401,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.443405130498966,0.00170300403513182,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.459990951650836,0.00164007305008497,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.476450858271392,0.00157657155718225,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.476450858271392,0.00157657155718225,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.476450858271392,0.00157657155718225,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.508980422869613,0.00144852373801693,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.525044221518537,0.00138430572751147,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,2,0,0
51,54,"Costa & Faria",2015,0.525044221518537,0.00138430572751147,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.54097038779991,0.00132017280505314,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.54097038779991,0.00132017280505314,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.54097038779991,0.00132017280505314,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.57239983940374,0.00119278588422909,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.57239983940374,0.00119278588422909,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.587898525019115,0.0011298339446623,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.603250376867397,0.00106757043285336,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,0,0,0
51,54,"Costa & Faria",2015,0.603250376867397,0.00106757043285336,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.618453482302776,0.00100613491732148,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.618453482302776,0.00100613491732148,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.633506080709882,0.000945661803753973,0,380,1,1,"Portugual",NA,15.4,54.2,3,1,NA,1,0,0
51,54,"Costa & Faria",2015,0.0634653569230125,0.00261731008055201,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.126936539808914,0.00255417903638568,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.126936539808914,0.00255417903638568,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.126936539808914,0.00255417903638568,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.126936539808914,0.00255417903638568,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.139631988344514,0.00253663839647748,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.139631988344514,0.00253663839647748,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.139631988344514,0.00253663839647748,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.15232794969664,0.00251749553565835,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.15232794969664,0.00251749553565835,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.165024470524352,0.0024967690994136,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.165024470524352,0.0024967690994136,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.165024470524352,0.0024967690994136,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.165024470524352,0.0024967690994136,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.177721597496989,0.00247447936057298,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.190419377295021,0.00245064822081196,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.190419377295021,0.00245064822081196,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.190419377295021,0.00245064822081196,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.190419377295021,0.00245064822081196,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.190419377295021,0.00245064822081196,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,1,0,0
51,54,"Costa & Faria",2015,0.203117856610916,0.0024252992122739,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.203117856610916,0.0024252992122739,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.203117856610916,0.0024252992122739,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.215817082149992,0.00239845749931309,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.215817082149992,0.00239845749931309,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
51,54,"Costa & Faria",2015,0.228517100631282,0.00237014988035907,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,2,0,0
51,54,"Costa & Faria",2015,0.241217958788394,0.00234040478990228,0,380,1,1,"Portugual",NA,15.4,54.2,0,2,NA,0,0,0
52,55,"Cyr, 2007",2007,-0.0748665918708021,0.00418992119890697,1,237,2,1,"USA",NA,19.6,74.3,4,1,1.1,0,1,1
52,55,"Cyr, 2007",2007,0.0126768529943221,0.0042359263585663,1,237,2,1,"USA",NA,19.6,74.3,2,1,1.1,0,1,1
52,55,"Cyr, 2007",2007,0.0247358480495912,0.00423210444922822,1,237,2,1,"USA",NA,19.6,74.3,1,1,1.1,0,1,1
52,55,"Cyr, 2007",2007,0.0574369759658072,0.00420937657214308,1,237,2,1,"USA",NA,19.6,74.3,0,1,1.1,0,1,1
52,55,"Cyr, 2007",2007,0.323687481645405,0.00339589124037306,1,237,2,1,"USA",NA,19.6,74.3,3,1,1.1,0,1,1
52,55,"Cyr, 2007",2007,-0.00916805145792782,0.00423657585055027,1,237,2,2,"USA",NA,19.6,74.3,2,1,1.1,0,0,0
52,55,"Cyr, 2007",2007,0,0.00423728813559322,1,237,2,2,"USA",NA,19.6,74.3,1,1,1.1,0,0,0
52,55,"Cyr, 2007",2007,0.0277805632703274,0.00423075032297371,1,237,2,2,"USA",NA,19.6,74.3,0,1,1.1,0,0,0
52,55,"Cyr, 2007",2007,0.0659856499202141,0.0042004692637637,1,237,2,2,"USA",NA,19.6,74.3,3,1,1.1,0,0,0
52,55,"Cyr, 2007",2007,0.0601640926232236,0.00420666807744214,1,237,2,2,"USA",NA,19.6,74.3,4,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,-0.0633796746843118,0.00774986070177777,0,129,2,1,"Spain",NA,18.26,62.02,1,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0,0.0078125,0,129,2,1,"Spain",NA,18.26,62.02,2,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.0477586698049523,0.0077769017295202,0,129,2,1,"Spain",NA,18.26,62.02,0,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.0642071720905403,0.00774821776260188,0,129,2,1,"Spain",NA,18.26,62.02,1,1,1.1,0,1,1
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.14344119810942,0.00749431712126192,0,129,2,1,"Spain",NA,18.26,62.02,3,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.167615293613781,0.00737968397929367,0,129,2,1,"Spain",NA,18.26,62.02,4,1,1.1,0,1,1
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.177113124457319,0.00733004609487018,0,129,2,1,"Spain",NA,18.26,62.02,4,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.20230760062089,0.00718608125426272,0,129,2,1,"Spain",NA,18.26,62.02,2,1,1.1,0,1,1
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.267946292018412,0.00673096970423767,0,129,2,1,"Spain",NA,18.26,62.02,0,1,1.1,0,1,1
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.465983808929446,0.0047880340195853,0,129,2,1,"Spain",NA,18.26,62.02,3,1,1.1,0,1,1
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,-0.177831237607402,0.00732618887513091,0,129,2,2,"Spain",NA,18.26,62.02,2,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,-0.147829984313255,0.00747476699895202,0,129,2,2,"Spain",NA,18.26,62.02,1,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,-0.0520216966261803,0.00777027195302175,0,129,2,2,"Spain",NA,18.26,62.02,0,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.137804289907136,0.00751859825245291,0,129,2,2,"Spain",NA,18.26,62.02,4,1,1.1,0,0,0
53,56,"Sierra, Borges del Rosal, Romero, Villegas,& Lorenzo",2013,0.19941896203625,0.00720348158448705,0,129,2,2,"Spain",NA,18.26,62.02,3,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.166114625427564,0.00768758776479681,0,124,1,1,"Italy",NA,17.49,72.6,1,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.428725377372722,0.00541604507926904,0,124,1,1,"Italy",NA,17.49,72.6,2,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.431430296176708,0.00538521103986244,0,124,1,1,"Italy",NA,17.49,72.6,3,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.457163866713343,0.0050868528193063,0,124,1,1,"Italy",NA,17.49,72.6,0,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.549708675278706,0.00395896969129651,0,124,1,1,"Italy",NA,17.49,72.6,4,1,1.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.0584023570797025,0.0080747151477447,0,124,1,1,"Italy",NA,17.49,72.6,6,3,3.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.151780052661971,0.00775980766741704,0,124,1,1,"Italy",NA,17.49,72.6,7,3,3.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.237961004507204,0.00723541106573351,0,124,1,1,"Italy",NA,17.49,72.6,5,3,3.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.264808692610984,0.00702983770763098,0,124,1,1,"Italy",NA,17.49,72.6,0,3,3.1,0,0,0
55,58,"Di Fabio & Palazzeschi",2009,0.306451675113738,0.00667475059804448,0,124,1,1,"Italy",NA,17.49,72.6,8,3,3.1,0,0,0
56,59,"Di Fabio & Palazzeschi",2015,0.650779216405248,0.00251770138362386,0,133,1,1,"Italy",NA,19.34,53.38,0,3,3.2,0,0,0
59,62,"Doring",2006,-0.424504891810187,0.00946570169831802,1,72,0,0,"USA",NA,11.2,42,1,1,1.3,2,1,1
59,62,"Doring",2006,0.040193657483249,0.0140390359117429,1,72,0,0,"USA",NA,11.2,42,1,1,1.3,1,1,1
59,62,"Doring",2006,-0.111802600351879,0.0137346000372575,1,72,0,0,"USA",NA,11.2,42,4,2,NA,2,1,1
59,62,"Doring",2006,0.264491151079153,0.0121828541357133,1,72,0,0,"USA",NA,11.2,42,4,2,NA,1,1,1
60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,-0.0517270489593637,0.00412720242371789,0,242,1,1,"Australia",NA,14.63,100,2,2,2.1,0,0,0
60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0.064659167304849,0.00411475461959221,0,242,1,1,"Australia",NA,14.63,100,1,2,2.1,0,0,0
60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0.0775915230636857,0.00409956579605273,0,242,1,1,"Australia",NA,14.63,100,3,2,2.1,0,0,0
60,63,"Downey, Lomas, Billings, Hansen & Stough",2014,0.323414604801645,0.00332674904809736,0,242,1,1,"Australia",NA,14.63,100,4,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,-0.199107415514097,0.00501241359843735,0,185,1,1,"Australia",NA,13.9,58.85,2,2,2.1,2,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,-0.0796337542884971,0.00516940913832324,0,192,1,1,"Australia",NA,13.9,58.85,2,2,2.1,3,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,-0.0265440649717396,0.0051740482988235,0,194,1,1,"Australia",NA,13.9,58.85,2,2,2.1,1,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,-0.0267228149036663,0.01751881214524,0,58,1,1,"Australia",NA,13.9,58.85,1,2,2.1,10,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,0.00763358778625954,0,132,1,1,"Australia",NA,13.9,58.85,4,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,0.00523560209424084,0,192,1,1,"Australia",NA,13.9,58.85,1,2,2.1,3,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,0.00806451612903226,0,125,1,1,"Australia",NA,13.9,58.85,1,2,2.1,5,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0,0.00806451612903226,0,125,1,1,"Australia",NA,13.9,58.85,2,2,2.1,5,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0132720081214451,0.00480599874340544,0,209,1,1,"Australia",NA,13.9,58.85,2,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0133613829233364,0.00763086243331666,0,132,1,1,"Australia",NA,13.9,58.85,1,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0257011803940488,0.00542760508141249,0,185,1,1,"Australia",NA,13.9,58.85,3,2,2.1,2,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0514027382453391,0.00759330151482368,0,132,1,1,"Australia",NA,13.9,58.85,3,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0520575765969521,0.0174489010787798,0,58,1,1,"Australia",NA,13.9,58.85,4,2,2.1,10,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0801700145852259,0.00511495775556582,0,194,1,1,"Australia",NA,13.9,58.85,1,2,2.1,1,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0929067857784025,0.005490565162314,0,180,1,1,"Australia",NA,13.9,58.85,2,2,2.1,9,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.0905241637281329,0.00750899162922694,0,132,1,1,"Australia",NA,13.9,58.85,0,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.106180158420354,0.00674192176612764,0,146,1,1,"Australia",NA,13.9,58.85,2,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.120258333565351,0.00527872292278295,0,185,1,1,"Australia",NA,13.9,58.85,1,2,2.1,2,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.133621924350624,0.0046375440250736,0,209,1,1,"Australia",NA,13.9,58.85,1,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.129324270161429,0.00525451187022124,0,185,1,1,"Australia",NA,13.9,58.85,0,2,2.1,2,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.141366613715079,0.00497632301591731,0,194,1,1,"Australia",NA,13.9,58.85,3,2,2.1,1,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.143167534900571,0.00497112040712623,0,194,1,1,"Australia",NA,13.9,58.85,4,2,2.1,1,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.142258525488618,0.00497375429935317,0,194,1,1,"Australia",NA,13.9,58.85,0,2,2.1,1,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.154220294920129,0.00458172055355054,0,209,1,1,"Australia",NA,13.9,58.85,3,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.1603506271834,0.00530299707436118,0,180,1,1,"Australia",NA,13.9,58.85,1,2,2.1,9,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.154220294920129,0.00532401047563415,0,180,1,1,"Australia",NA,13.9,58.85,3,2,2.1,9,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.155193303278631,0.00768072711773977,0,125,1,1,"Australia",NA,13.9,58.85,0,2,2.1,5,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.172553845566772,0.00718577771938267,0,132,1,1,"Australia",NA,13.9,58.85,2,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.167074542551039,0.00762057564863306,0,125,1,1,"Australia",NA,13.9,58.85,3,2,2.1,5,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.187081685793258,0.00642224727367482,0,146,1,1,"Australia",NA,13.9,58.85,1,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.182221590581791,0.00522174936586578,0,180,1,1,"Australia",NA,13.9,58.85,4,2,2.1,9,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.182221590581791,0.00753784787491915,0,125,1,1,"Australia",NA,13.9,58.85,4,2,2.1,5,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.181064616404546,0.0048979373086316,0,192,1,1,"Australia",NA,13.9,58.85,0,2,2.1,3,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.195240884039886,0.00444814929217868,0,209,1,1,"Australia",NA,13.9,58.85,4,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.194001246846207,0.00445261316036248,0,209,1,1,"Australia",NA,13.9,58.85,0,2,2.1,0,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.22128167053393,0.00623769980946428,0,146,1,1,"Australia",NA,13.9,58.85,4,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.231355931224922,0.00469012488213325,0,192,1,1,"Australia",NA,13.9,58.85,3,2,2.1,3,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.247325709122431,0.00461466888427373,0,192,1,1,"Australia",NA,13.9,58.85,4,2,2.1,3,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.265504995365312,0.0151576042839302,0,58,1,1,"Australia",NA,13.9,58.85,2,2,2.1,10,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.284580280592002,0.0148173131516253,0,58,1,1,"Australia",NA,13.9,58.85,0,2,2.1,10,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.312452550237331,0.00442542260856617,0,185,1,1,"Australia",NA,13.9,58.85,4,2,2.1,2,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.349310020985972,0.00531622956227051,0,146,1,1,"Australia",NA,13.9,58.85,0,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.359988389726403,0.00522490146119655,0,146,1,1,"Australia",NA,13.9,58.85,3,2,2.1,4,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.43722839448184,0.0114773354754808,0,58,1,1,"Australia",NA,13.9,58.85,3,2,2.1,10,0,0
61,64,"Downey, Mountstephen, Lloyn, Hansen, & Stough",2008,0.219876693341667,0.00505947369825041,0,180,1,1,"Australia",NA,13.9,58.85,0,2,2.1,9,0,0
62,65,"Drago",2005,0.186571000946809,0.0300514248864521,1,32,2,2,"USA",53.1,31.6,0,2,1,1.1,0,0,0
62,65,"Drago",2005,0.324325726816986,0.025828709292592,1,32,2,2,"USA",53.1,31.6,0,1,1,1.1,0,0,0
62,65,"Drago",2005,0.581125300448515,0.0141494363887536,1,32,2,2,"USA",53.1,31.6,0,4,1,1.1,0,0,0
62,65,"Drago",2005,0.57699102578753,0.014354759217327,1,32,2,2,"USA",53.1,31.6,0,0,1,1.1,0,0,0
62,65,"Drago",2005,0.680889391282256,0.00928109169382495,1,32,2,2,"USA",53.1,31.6,0,3,1,1.1,0,0,0
63,66,"Drati",2010,-0.0233371643454752,0.00609092103740913,1,165,1,1,"USA",0,15.74664,NA,5,3,3.1,1,1,1
63,66,"Drati",2010,0.0931004263354983,0.00599231554921678,1,165,1,1,"USA",0,15.74664,NA,6,3,3.1,1,1,1
63,66,"Drati",2010,0.114280234371304,0.00593933304226758,1,165,1,1,"USA",0,15.74664,NA,0,3,3.1,1,1,1
63,66,"Drati",2010,0.117218682018285,0.00593114850488622,1,165,1,1,"USA",0,15.74664,NA,7,3,3.1,1,1,1
63,66,"Drati",2010,0.237900666764019,0.00542688862830192,1,165,1,1,"USA",0,15.74664,NA,8,3,3.1,1,1,1
64,67,"Edison",2003,-0.2456209081135,0.0147163400551928,1,61,2,1,"USA",NA,19.9,72.13,2,1,1.1,0,0,0
64,67,"Edison",2003,-0.18320402746099,0.0155666515275709,1,61,2,1,"USA",NA,19.9,72.13,1,1,1.1,0,1,1
64,67,"Edison",2003,-0.145746731322565,0.0159661167973618,1,61,2,1,"USA",NA,19.9,72.13,1,1,1.1,0,0,0
64,67,"Edison",2003,-0.0769808504941458,0.0164697169233152,1,61,2,1,"USA",NA,19.9,72.13,0,1,1.1,0,0,0
64,67,"Edison",2003,-0.0313111934907153,0.0166340029915095,1,61,2,1,"USA",NA,19.9,72.13,4,1,1.1,0,0,0
64,67,"Edison",2003,-0.00760628679863897,0.0166647382024924,1,61,2,1,"USA",NA,19.9,72.13,0,1,1.1,0,1,1
64,67,"Edison",2003,0.0372662574301095,0.0166204063467895,1,61,2,1,"USA",NA,19.9,72.13,2,1,1.1,0,1,1
64,67,"Edison",2003,0.106183084040798,0.0162929571251605,1,61,2,1,"USA",NA,19.9,72.13,4,1,1.1,0,1,1
64,67,"Edison",2003,0.319414954403422,0.0134392910125017,1,61,2,1,"USA",NA,19.9,72.13,3,1,1.1,0,1,1
64,67,"Edison",2003,0.529503645460064,0.0086310236793132,1,61,2,1,"USA",NA,19.9,72.13,3,1,1.1,0,0,0
64,67,"Edison",2003,-0.0157507950910238,0.0166583981075905,1,61,2,2,"USA",NA,19.9,72.13,1,1,1.1,0,0,0
64,67,"Edison",2003,0.168888948570045,0.0157294439139846,1,61,2,2,"USA",NA,19.9,72.13,2,1,1.1,0,0,0
64,67,"Edison",2003,0.407737795287021,0.0115856479927676,1,61,2,2,"USA",NA,19.9,72.13,0,1,1.1,0,0,0
64,67,"Edison",2003,0.547515390727367,0.00817196178609222,1,61,2,2,"USA",NA,19.9,72.13,4,1,1.1,0,0,0
66,69,"Evenson",2008,0,0.0101010101010101,1,100,2,2,"USA",94,20.12,75,7,3,3.1,0,0,0
66,69,"Evenson",2008,0.150790409219995,0.00964688394077258,1,100,2,2,"USA",94,20.12,75,6,3,3.1,0,0,0
66,69,"Evenson",2008,0.247709578460262,0.00889944427682126,1,100,2,2,"USA",94,20.12,75,9,3,3.1,0,0,0
66,69,"Evenson",2008,0.362402371278982,0.00762200051060976,1,100,2,2,"USA",94,20.12,75,5,3,3.1,0,0,0
